stimulus_id,base_id,onset,medial,nucleus,coda,ipa,pinyin,pinyin_number,ascii,tone,is_attested,is_rare,rarity,source_row,original_line_number
te5,te,tʰ,,ə,,tʰɤ,te,te5,te,5,unknown,True,rare,125,221
tei1,tei,tʰ,,ə,i,tʰei,tēi,tei1,tei,1,unknown,True,rare,126,222
tei2,tei,tʰ,,ə,i,tʰei,téi,tei2,tei,2,unknown,True,rare,126,222
tei3,tei,tʰ,,ə,i,tʰei,těi,tei3,tei,3,unknown,True,rare,126,222
tei4,tei,tʰ,,ə,i,tʰei,tèi,tei4,tei,4,unknown,True,rare,126,222
tei5,tei,tʰ,,ə,i,tʰei,tei,tei5,tei,5,unknown,True,rare,126,222
tou1,tou,tʰ,,ə,u,tʰou,tōu,tou1,tou,1,unknown,False,common,127,223
tou2,tou,tʰ,,ə,u,tʰou,tóu,tou2,tou,2,unknown,False,common,127,223
tou3,tou,tʰ,,ə,u,tʰou,tǒu,tou3,tou,3,unknown,False,common,127,223
tou4,tou,tʰ,,ə,u,tʰou,tòu,tou4,tou,4,unknown,False,common,127,223
tou5,tou,tʰ,,ə,u,tʰou,tou,tou5,tou,5,unknown,False,common,127,223
teng1,teng,tʰ,,ə,ŋ,tʰəŋ,tēng,teng1,teng,1,unknown,False,common,128,225
teng2,teng,tʰ,,ə,ŋ,tʰəŋ,téng,teng2,teng,2,unknown,False,common,128,225
teng3,teng,tʰ,,ə,ŋ,tʰəŋ,těng,teng3,teng,3,unknown,False,common,128,225
teng4,teng,tʰ,,ə,ŋ,tʰəŋ,tèng,teng4,teng,4,unknown,False,common,128,225
teng5,teng,tʰ,,ə,ŋ,tʰəŋ,teng,teng5,teng,5,unknown,False,common,128,225
ta1,ta,tʰ,,a,,tʰa,tā,ta1,ta,1,unknown,False,common,129,226
ta2,ta,tʰ,,a,,tʰa,tá,ta2,ta,2,unknown,False,common,129,226
ta3,ta,tʰ,,a,,tʰa,tǎ,ta3,ta,3,unknown,False,common,129,226
ta4,ta,tʰ,,a,,tʰa,tà,ta4,ta,4,unknown,False,common,129,226
ta5,ta,tʰ,,a,,tʰa,ta,ta5,ta,5,unknown,False,common,129,226
tai1,tai,tʰ,,a,i,tʰai,tāi,tai1,tai,1,unknown,False,common,130,227
tai2,tai,tʰ,,a,i,tʰai,tái,tai2,tai,2,unknown,False,common,130,227
tai3,tai,tʰ,,a,i,tʰai,tǎi,tai3,tai,3,unknown,False,common,130,227
tai4,tai,tʰ,,a,i,tʰai,tài,tai4,tai,4,unknown,False,common,130,227
tai5,tai,tʰ,,a,i,tʰai,tai,tai5,tai,5,unknown,False,common,130,227
tao1,tao,tʰ,,a,u,tʰau,tāo,tao1,tao,1,unknown,False,common,131,228
tao2,tao,tʰ,,a,u,tʰau,táo,tao2,tao,2,unknown,False,common,131,228
tao3,tao,tʰ,,a,u,tʰau,tǎo,tao3,tao,3,unknown,False,common,131,228
tao4,tao,tʰ,,a,u,tʰau,tào,tao4,tao,4,unknown,False,common,131,228
tao5,tao,tʰ,,a,u,tʰau,tao,tao5,tao,5,unknown,False,common,131,228
tan1,tan,tʰ,,a,n,tʰan,tān,tan1,tan,1,unknown,False,common,132,229
tan2,tan,tʰ,,a,n,tʰan,tán,tan2,tan,2,unknown,False,common,132,229
tan3,tan,tʰ,,a,n,tʰan,tǎn,tan3,tan,3,unknown,False,common,132,229
tan4,tan,tʰ,,a,n,tʰan,tàn,tan4,tan,4,unknown,False,common,132,229
tan5,tan,tʰ,,a,n,tʰan,tan,tan5,tan,5,unknown,False,common,132,229
tang1,tang,tʰ,,a,ŋ,tʰaŋ,tāng,tang1,tang,1,unknown,False,common,133,230
tang2,tang,tʰ,,a,ŋ,tʰaŋ,táng,tang2,tang,2,unknown,False,common,133,230
tang3,tang,tʰ,,a,ŋ,tʰaŋ,tǎng,tang3,tang,3,unknown,False,common,133,230
tang4,tang,tʰ,,a,ŋ,tʰaŋ,tàng,tang4,tang,4,unknown,False,common,133,230
tang5,tang,tʰ,,a,ŋ,tʰaŋ,tang,tang5,tang,5,unknown,False,common,133,230
tie1,tie,tʰ,j,ə,,tʰjɛ,tiē,tie1,tie,1,unknown,False,common,134,232
tie2,tie,tʰ,j,ə,,tʰjɛ,tié,tie2,tie,2,unknown,False,common,134,232
tie3,tie,tʰ,j,ə,,tʰjɛ,tiě,tie3,tie,3,unknown,False,common,134,232
tie4,tie,tʰ,j,ə,,tʰjɛ,tiè,tie4,tie,4,unknown,False,common,134,232
tie5,tie,tʰ,j,ə,,tʰjɛ,tie,tie5,tie,5,unknown,False,common,134,232
tiao1,tiao,tʰ,j,a,u,tʰjau,tiāo,tiao1,tiao,1,unknown,False,common,135,235
tiao2,tiao,tʰ,j,a,u,tʰjau,tiáo,tiao2,tiao,2,unknown,False,common,135,235
tiao3,tiao,tʰ,j,a,u,tʰjau,tiǎo,tiao3,tiao,3,unknown,False,common,135,235
tiao4,tiao,tʰ,j,a,u,tʰjau,tiào,tiao4,tiao,4,unknown,False,common,135,235
tiao5,tiao,tʰ,j,a,u,tʰjau,tiao,tiao5,tiao,5,unknown,False,common,135,235
tian1,tian,tʰ,j,a,n,tʰjɛn,tiān,tian1,tian,1,unknown,False,common,136,236
tian2,tian,tʰ,j,a,n,tʰjɛn,tián,tian2,tian,2,unknown,False,common,136,236
tian3,tian,tʰ,j,a,n,tʰjɛn,tiǎn,tian3,tian,3,unknown,False,common,136,236
tian4,tian,tʰ,j,a,n,tʰjɛn,tiàn,tian4,tian,4,unknown,False,common,136,236
tian5,tian,tʰ,j,a,n,tʰjɛn,tian,tian5,tian,5,unknown,False,common,136,236
tuo1,tuo,tʰ,w,ə,,tʰuo,tuō,tuo1,tuo,1,unknown,False,common,137,238
tuo2,tuo,tʰ,w,ə,,tʰuo,tuó,tuo2,tuo,2,unknown,False,common,137,238
tuo3,tuo,tʰ,w,ə,,tʰuo,tuǒ,tuo3,tuo,3,unknown,False,common,137,238
tuo4,tuo,tʰ,w,ə,,tʰuo,tuò,tuo4,tuo,4,unknown,False,common,137,238
tuo5,tuo,tʰ,w,ə,,tʰuo,tuo,tuo5,tuo,5,unknown,False,common,137,238
tui1,tui,tʰ,w,ə,i,tʰuei,tuī,tui1,tui,1,unknown,False,common,138,239
tui2,tui,tʰ,w,ə,i,tʰuei,tuí,tui2,tui,2,unknown,False,common,138,239
tui3,tui,tʰ,w,ə,i,tʰuei,tuǐ,tui3,tui,3,unknown,False,common,138,239
tui4,tui,tʰ,w,ə,i,tʰuei,tuì,tui4,tui,4,unknown,False,common,138,239
tui5,tui,tʰ,w,ə,i,tʰuei,tui,tui5,tui,5,unknown,False,common,138,239
tun1,tun,tʰ,w,ə,n,tʰuən,tūn,tun1,tun,1,unknown,False,common,139,240
tun2,tun,tʰ,w,ə,n,tʰuən,tún,tun2,tun,2,unknown,False,common,139,240
tun3,tun,tʰ,w,ə,n,tʰuən,tǔn,tun3,tun,3,unknown,False,common,139,240
tun4,tun,tʰ,w,ə,n,tʰuən,tùn,tun4,tun,4,unknown,False,common,139,240
tun5,tun,tʰ,w,ə,n,tʰuən,tun,tun5,tun,5,unknown,False,common,139,240
tuan1,tuan,tʰ,w,a,n,tʰuan,tuān,tuan1,tuan,1,unknown,True,rare,140,244
tuan2,tuan,tʰ,w,a,n,tʰuan,tuán,tuan2,tuan,2,unknown,True,rare,140,244
tuan3,tuan,tʰ,w,a,n,tʰuan,tuǎn,tuan3,tuan,3,unknown,True,rare,140,244
tuan4,tuan,tʰ,w,a,n,tʰuan,tuàn,tuan4,tuan,4,unknown,True,rare,140,244
tuan5,tuan,tʰ,w,a,n,tʰuan,tuan,tuan5,tuan,5,unknown,True,rare,140,244
n1,n,n,,,,n,n,n1,n,1,unknown,True,rare,141,248
n2,n,n,,,,n,n,n2,n,2,unknown,True,rare,141,248
n3,n,n,,,,n,n,n3,n,3,unknown,True,rare,141,248
n4,n,n,,,,n,n,n4,n,4,unknown,True,rare,141,248
n5,n,n,,,,n,n,n5,n,5,unknown,True,rare,141,248
ni1,ni,n,,i,,ni,nī,ni1,ni,1,unknown,False,common,142,249
ni2,ni,n,,i,,ni,ní,ni2,ni,2,unknown,False,common,142,249
ni3,ni,n,,i,,ni,nǐ,ni3,ni,3,unknown,False,common,142,249
ni4,ni,n,,i,,ni,nì,ni4,ni,4,unknown,False,common,142,249
ni5,ni,n,,i,,ni,ni,ni5,ni,5,unknown,False,common,142,249
nin1,nin,n,,i,n,nin,nīn,nin1,nin,1,unknown,True,rare,143,250
nin2,nin,n,,i,n,nin,nín,nin2,nin,2,unknown,True,rare,143,250
nin3,nin,n,,i,n,nin,nǐn,nin3,nin,3,unknown,True,rare,143,250
nin4,nin,n,,i,n,nin,nìn,nin4,nin,4,unknown,True,rare,143,250
nin5,nin,n,,i,n,nin,nin,nin5,nin,5,unknown,True,rare,143,250
ning1,ning,n,,i,ŋ,niŋ,nīng,ning1,ning,1,unknown,False,common,144,251
ning2,ning,n,,i,ŋ,niŋ,níng,ning2,ning,2,unknown,False,common,144,251
ning3,ning,n,,i,ŋ,niŋ,nǐng,ning3,ning,3,unknown,False,common,144,251
ning4,ning,n,,i,ŋ,niŋ,nìng,ning4,ning,4,unknown,False,common,144,251
ning5,ning,n,,i,ŋ,niŋ,ning,ning5,ning,5,unknown,False,common,144,251
nu1,nu,n,,u,,nu,nū,nu1,nu,1,unknown,False,common,145,252
nu2,nu,n,,u,,nu,nú,nu2,nu,2,unknown,False,common,145,252
nu3,nu,n,,u,,nu,nǔ,nu3,nu,3,unknown,False,common,145,252
nu4,nu,n,,u,,nu,nù,nu4,nu,4,unknown,False,common,145,252
nu5,nu,n,,u,,nu,nu,nu5,nu,5,unknown,False,common,145,252
nong1,nong,n,,u,ŋ,nuŋ,nōng,nong1,nong,1,unknown,False,common,146,253
nong2,nong,n,,u,ŋ,nuŋ,nóng,nong2,nong,2,unknown,False,common,146,253
nong3,nong,n,,u,ŋ,nuŋ,nǒng,nong3,nong,3,unknown,False,common,146,253
nong4,nong,n,,u,ŋ,nuŋ,nòng,nong4,nong,4,unknown,False,common,146,253
nong5,nong,n,,u,ŋ,nuŋ,nong,nong5,nong,5,unknown,False,common,146,253
nv1,nv,n,,y,,ny,nǖ,nü1,nv,1,unknown,False,common,147,254
nv2,nv,n,,y,,ny,nǘ,nü2,nv,2,unknown,False,common,147,254
nv3,nv,n,,y,,ny,nǚ,nü3,nv,3,unknown,False,common,147,254
nv4,nv,n,,y,,ny,nǜ,nü4,nv,4,unknown,False,common,147,254
nv5,nv,n,,y,,ny,nü,nü5,nv,5,unknown,False,common,147,254
ne1,ne,n,,ə,,nɤ,nē,ne1,ne,1,unknown,True,rare,148,256
ne2,ne,n,,ə,,nɤ,né,ne2,ne,2,unknown,True,rare,148,256
ne3,ne,n,,ə,,nɤ,ně,ne3,ne,3,unknown,True,rare,148,256
ne4,ne,n,,ə,,nɤ,nè,ne4,ne,4,unknown,True,rare,148,256
ne5,ne,n,,ə,,nɤ,ne,ne5,ne,5,unknown,True,rare,148,256
nei1,nei,n,,ə,i,nei,nēi,nei1,nei,1,unknown,True,rare,149,257
nei2,nei,n,,ə,i,nei,néi,nei2,nei,2,unknown,True,rare,149,257
nei3,nei,n,,ə,i,nei,něi,nei3,nei,3,unknown,True,rare,149,257
nei4,nei,n,,ə,i,nei,nèi,nei4,nei,4,unknown,True,rare,149,257
nei5,nei,n,,ə,i,nei,nei,nei5,nei,5,unknown,True,rare,149,257
nou1,nou,n,,ə,u,nou,nōu,nou1,nou,1,unknown,False,common,150,258
nou2,nou,n,,ə,u,nou,nóu,nou2,nou,2,unknown,False,common,150,258
nou3,nou,n,,ə,u,nou,nǒu,nou3,nou,3,unknown,False,common,150,258
nou4,nou,n,,ə,u,nou,nòu,nou4,nou,4,unknown,False,common,150,258
nou5,nou,n,,ə,u,nou,nou,nou5,nou,5,unknown,False,common,150,258
nen1,nen,n,,ə,n,nən,nēn,nen1,nen,1,unknown,True,rare,151,259
nen2,nen,n,,ə,n,nən,nén,nen2,nen,2,unknown,True,rare,151,259
nen3,nen,n,,ə,n,nən,něn,nen3,nen,3,unknown,True,rare,151,259
nen4,nen,n,,ə,n,nən,nèn,nen4,nen,4,unknown,True,rare,151,259
nen5,nen,n,,ə,n,nən,nen,nen5,nen,5,unknown,True,rare,151,259
neng1,neng,n,,ə,ŋ,nəŋ,nēng,neng1,neng,1,unknown,True,rare,152,260
neng2,neng,n,,ə,ŋ,nəŋ,néng,neng2,neng,2,unknown,True,rare,152,260
neng3,neng,n,,ə,ŋ,nəŋ,něng,neng3,neng,3,unknown,True,rare,152,260
neng4,neng,n,,ə,ŋ,nəŋ,nèng,neng4,neng,4,unknown,True,rare,152,260
neng5,neng,n,,ə,ŋ,nəŋ,neng,neng5,neng,5,unknown,True,rare,152,260
na1,na,n,,a,,na,nā,na1,na,1,unknown,False,common,153,261
na2,na,n,,a,,na,ná,na2,na,2,unknown,False,common,153,261
na3,na,n,,a,,na,nǎ,na3,na,3,unknown,False,common,153,261
na4,na,n,,a,,na,nà,na4,na,4,unknown,False,common,153,261
na5,na,n,,a,,na,na,na5,na,5,unknown,False,common,153,261
nai1,nai,n,,a,i,nai,nāi,nai1,nai,1,unknown,False,common,154,262
nai2,nai,n,,a,i,nai,nái,nai2,nai,2,unknown,False,common,154,262
nai3,nai,n,,a,i,nai,nǎi,nai3,nai,3,unknown,False,common,154,262
nai4,nai,n,,a,i,nai,nài,nai4,nai,4,unknown,False,common,154,262
nai5,nai,n,,a,i,nai,nai,nai5,nai,5,unknown,False,common,154,262
nao1,nao,n,,a,u,nau,nāo,nao1,nao,1,unknown,False,common,155,263
nao2,nao,n,,a,u,nau,náo,nao2,nao,2,unknown,False,common,155,263
nao3,nao,n,,a,u,nau,nǎo,nao3,nao,3,unknown,False,common,155,263
nao4,nao,n,,a,u,nau,nào,nao4,nao,4,unknown,False,common,155,263
nao5,nao,n,,a,u,nau,nao,nao5,nao,5,unknown,False,common,155,263
nan1,nan,n,,a,n,nan,nān,nan1,nan,1,unknown,False,common,156,264
nan2,nan,n,,a,n,nan,nán,nan2,nan,2,unknown,False,common,156,264
nan3,nan,n,,a,n,nan,nǎn,nan3,nan,3,unknown,False,common,156,264
nan4,nan,n,,a,n,nan,nàn,nan4,nan,4,unknown,False,common,156,264
nan5,nan,n,,a,n,nan,nan,nan5,nan,5,unknown,False,common,156,264
nang1,nang,n,,a,ŋ,naŋ,nāng,nang1,nang,1,unknown,True,rare,157,265
nang2,nang,n,,a,ŋ,naŋ,náng,nang2,nang,2,unknown,True,rare,157,265
nang3,nang,n,,a,ŋ,naŋ,nǎng,nang3,nang,3,unknown,True,rare,157,265
nang4,nang,n,,a,ŋ,naŋ,nàng,nang4,nang,4,unknown,True,rare,157,265
nang5,nang,n,,a,ŋ,naŋ,nang,nang5,nang,5,unknown,True,rare,157,265
nie1,nie,n,j,ə,,njɛ,niē,nie1,nie,1,unknown,False,common,158,267
nie2,nie,n,j,ə,,njɛ,nié,nie2,nie,2,unknown,False,common,158,267
nie3,nie,n,j,ə,,njɛ,niě,nie3,nie,3,unknown,False,common,158,267
nie4,nie,n,j,ə,,njɛ,niè,nie4,nie,4,unknown,False,common,158,267
nie5,nie,n,j,ə,,njɛ,nie,nie5,nie,5,unknown,False,common,158,267
niu1,niu,n,j,ə,u,njou,niū,niu1,niu,1,unknown,False,common,159,268
niu2,niu,n,j,ə,u,njou,niú,niu2,niu,2,unknown,False,common,159,268
niu3,niu,n,j,ə,u,njou,niǔ,niu3,niu,3,unknown,False,common,159,268
niu4,niu,n,j,ə,u,njou,niù,niu4,niu,4,unknown,False,common,159,268
niu5,niu,n,j,ə,u,njou,niu,niu5,niu,5,unknown,False,common,159,268
niao1,niao,n,j,a,u,njau,niāo,niao1,niao,1,unknown,True,rare,160,270
niao2,niao,n,j,a,u,njau,niáo,niao2,niao,2,unknown,True,rare,160,270
niao3,niao,n,j,a,u,njau,niǎo,niao3,niao,3,unknown,True,rare,160,270
niao4,niao,n,j,a,u,njau,niào,niao4,niao,4,unknown,True,rare,160,270
niao5,niao,n,j,a,u,njau,niao,niao5,niao,5,unknown,True,rare,160,270
nian1,nian,n,j,a,n,njɛn,niān,nian1,nian,1,unknown,False,common,161,271
nian2,nian,n,j,a,n,njɛn,nián,nian2,nian,2,unknown,False,common,161,271
nian3,nian,n,j,a,n,njɛn,niǎn,nian3,nian,3,unknown,False,common,161,271
nian4,nian,n,j,a,n,njɛn,niàn,nian4,nian,4,unknown,False,common,161,271
nian5,nian,n,j,a,n,njɛn,nian,nian5,nian,5,unknown,False,common,161,271
niang1,niang,n,j,a,ŋ,njaŋ,niāng,niang1,niang,1,unknown,True,rare,162,272
niang2,niang,n,j,a,ŋ,njaŋ,niáng,niang2,niang,2,unknown,True,rare,162,272
niang3,niang,n,j,a,ŋ,njaŋ,niǎng,niang3,niang,3,unknown,True,rare,162,272
niang4,niang,n,j,a,ŋ,njaŋ,niàng,niang4,niang,4,unknown,True,rare,162,272
niang5,niang,n,j,a,ŋ,njaŋ,niang,niang5,niang,5,unknown,True,rare,162,272
nuo1,nuo,n,w,ə,,nuo,nuō,nuo1,nuo,1,unknown,False,common,163,273
nuo2,nuo,n,w,ə,,nuo,nuó,nuo2,nuo,2,unknown,False,common,163,273
nuo3,nuo,n,w,ə,,nuo,nuǒ,nuo3,nuo,3,unknown,False,common,163,273
nuo4,nuo,n,w,ə,,nuo,nuò,nuo4,nuo,4,unknown,False,common,163,273
nuo5,nuo,n,w,ə,,nuo,nuo,nuo5,nuo,5,unknown,False,common,163,273
nun1,nun,n,w,ə,n,nuən,nūn,nun1,nun,1,unknown,True,rare,164,275
nun2,nun,n,w,ə,n,nuən,nún,nun2,nun,2,unknown,True,rare,164,275
nun3,nun,n,w,ə,n,nuən,nǔn,nun3,nun,3,unknown,True,rare,164,275
nun4,nun,n,w,ə,n,nuən,nùn,nun4,nun,4,unknown,True,rare,164,275
nun5,nun,n,w,ə,n,nuən,nun,nun5,nun,5,unknown,True,rare,164,275
nuan1,nuan,n,w,a,n,nuan,nuān,nuan1,nuan,1,unknown,True,rare,165,279
nuan2,nuan,n,w,a,n,nuan,nuán,nuan2,nuan,2,unknown,True,rare,165,279
nuan3,nuan,n,w,a,n,nuan,nuǎn,nuan3,nuan,3,unknown,True,rare,165,279
nuan4,nuan,n,w,a,n,nuan,nuàn,nuan4,nuan,4,unknown,True,rare,165,279
nuan5,nuan,n,w,a,n,nuan,nuan,nuan5,nuan,5,unknown,True,rare,165,279
nve1,nve,n,ɥ,ə,,nyɛ,nüē,nüe1,nve,1,unknown,True,rare,166,281
nve2,nve,n,ɥ,ə,,nyɛ,nüé,nüe2,nve,2,unknown,True,rare,166,281
nve3,nve,n,ɥ,ə,,nyɛ,nüě,nüe3,nve,3,unknown,True,rare,166,281
nve4,nve,n,ɥ,ə,,nyɛ,nüè,nüe4,nve,4,unknown,True,rare,166,281
nve5,nve,n,ɥ,ə,,nyɛ,nüe,nüe5,nve,5,unknown,True,rare,166,281
li1,li,l,,i,,li,lī,li1,li,1,unknown,False,common,167,284
li2,li,l,,i,,li,lí,li2,li,2,unknown,False,common,167,284
li3,li,l,,i,,li,lǐ,li3,li,3,unknown,False,common,167,284
li4,li,l,,i,,li,lì,li4,li,4,unknown,False,common,167,284
li5,li,l,,i,,li,li,li5,li,5,unknown,False,common,167,284
lin1,lin,l,,i,n,lin,līn,lin1,lin,1,unknown,False,common,168,285
lin2,lin,l,,i,n,lin,lín,lin2,lin,2,unknown,False,common,168,285
lin3,lin,l,,i,n,lin,lǐn,lin3,lin,3,unknown,False,common,168,285
lin4,lin,l,,i,n,lin,lìn,lin4,lin,4,unknown,False,common,168,285
lin5,lin,l,,i,n,lin,lin,lin5,lin,5,unknown,False,common,168,285
ling1,ling,l,,i,ŋ,liŋ,līng,ling1,ling,1,unknown,False,common,169,286
ling2,ling,l,,i,ŋ,liŋ,líng,ling2,ling,2,unknown,False,common,169,286
ling3,ling,l,,i,ŋ,liŋ,lǐng,ling3,ling,3,unknown,False,common,169,286
ling4,ling,l,,i,ŋ,liŋ,lìng,ling4,ling,4,unknown,False,common,169,286
ling5,ling,l,,i,ŋ,liŋ,ling,ling5,ling,5,unknown,False,common,169,286
lu1,lu,l,,u,,lu,lū,lu1,lu,1,unknown,False,common,170,287
lu2,lu,l,,u,,lu,lú,lu2,lu,2,unknown,False,common,170,287
lu3,lu,l,,u,,lu,lǔ,lu3,lu,3,unknown,False,common,170,287
lu4,lu,l,,u,,lu,lù,lu4,lu,4,unknown,False,common,170,287
lu5,lu,l,,u,,lu,lu,lu5,lu,5,unknown,False,common,170,287
long1,long,l,,u,ŋ,luŋ,lōng,long1,long,1,unknown,False,common,171,288
long2,long,l,,u,ŋ,luŋ,lóng,long2,long,2,unknown,False,common,171,288
long3,long,l,,u,ŋ,luŋ,lǒng,long3,long,3,unknown,False,common,171,288
long4,long,l,,u,ŋ,luŋ,lòng,long4,long,4,unknown,False,common,171,288
long5,long,l,,u,ŋ,luŋ,long,long5,long,5,unknown,False,common,171,288
lv1,lv,l,,y,,ly,lǖ,lü1,lv,1,unknown,False,common,172,289
lv2,lv,l,,y,,ly,lǘ,lü2,lv,2,unknown,False,common,172,289
lv3,lv,l,,y,,ly,lǚ,lü3,lv,3,unknown,False,common,172,289
lv4,lv,l,,y,,ly,lǜ,lü4,lv,4,unknown,False,common,172,289
lv5,lv,l,,y,,ly,lü,lü5,lv,5,unknown,False,common,172,289
le1,le,l,,ə,,lɤ,lē,le1,le,1,unknown,True,rare,173,291
le2,le,l,,ə,,lɤ,lé,le2,le,2,unknown,True,rare,173,291
le3,le,l,,ə,,lɤ,lě,le3,le,3,unknown,True,rare,173,291
le4,le,l,,ə,,lɤ,lè,le4,le,4,unknown,True,rare,173,291
le5,le,l,,ə,,lɤ,le,le5,le,5,unknown,True,rare,173,291
lei1,lei,l,,ə,i,lei,lēi,lei1,lei,1,unknown,False,common,174,292
lei2,lei,l,,ə,i,lei,léi,lei2,lei,2,unknown,False,common,174,292
lei3,lei,l,,ə,i,lei,lěi,lei3,lei,3,unknown,False,common,174,292
lei4,lei,l,,ə,i,lei,lèi,lei4,lei,4,unknown,False,common,174,292
lei5,lei,l,,ə,i,lei,lei,lei5,lei,5,unknown,False,common,174,292
lou1,lou,l,,ə,u,lou,lōu,lou1,lou,1,unknown,False,common,175,293
lou2,lou,l,,ə,u,lou,lóu,lou2,lou,2,unknown,False,common,175,293
lou3,lou,l,,ə,u,lou,lǒu,lou3,lou,3,unknown,False,common,175,293
lou4,lou,l,,ə,u,lou,lòu,lou4,lou,4,unknown,False,common,175,293
lou5,lou,l,,ə,u,lou,lou,lou5,lou,5,unknown,False,common,175,293
leng1,leng,l,,ə,ŋ,ləŋ,lēng,leng1,leng,1,unknown,False,common,176,295
leng2,leng,l,,ə,ŋ,ləŋ,léng,leng2,leng,2,unknown,False,common,176,295
leng3,leng,l,,ə,ŋ,ləŋ,lěng,leng3,leng,3,unknown,False,common,176,295
leng4,leng,l,,ə,ŋ,ləŋ,lèng,leng4,leng,4,unknown,False,common,176,295
leng5,leng,l,,ə,ŋ,ləŋ,leng,leng5,leng,5,unknown,False,common,176,295
la1,la,l,,a,,la,lā,la1,la,1,unknown,False,common,177,296
la2,la,l,,a,,la,lá,la2,la,2,unknown,False,common,177,296
la3,la,l,,a,,la,lǎ,la3,la,3,unknown,False,common,177,296
la4,la,l,,a,,la,là,la4,la,4,unknown,False,common,177,296
la5,la,l,,a,,la,la,la5,la,5,unknown,False,common,177,296
lai1,lai,l,,a,i,lai,lāi,lai1,lai,1,unknown,False,common,178,297
lai2,lai,l,,a,i,lai,lái,lai2,lai,2,unknown,False,common,178,297
lai3,lai,l,,a,i,lai,lǎi,lai3,lai,3,unknown,False,common,178,297
lai4,lai,l,,a,i,lai,lài,lai4,lai,4,unknown,False,common,178,297
lai5,lai,l,,a,i,lai,lai,lai5,lai,5,unknown,False,common,178,297
lao1,lao,l,,a,u,lau,lāo,lao1,lao,1,unknown,False,common,179,298
lao2,lao,l,,a,u,lau,láo,lao2,lao,2,unknown,False,common,179,298
lao3,lao,l,,a,u,lau,lǎo,lao3,lao,3,unknown,False,common,179,298
lao4,lao,l,,a,u,lau,lào,lao4,lao,4,unknown,False,common,179,298
lao5,lao,l,,a,u,lau,lao,lao5,lao,5,unknown,False,common,179,298
lan1,lan,l,,a,n,lan,lān,lan1,lan,1,unknown,False,common,180,299
lan2,lan,l,,a,n,lan,lán,lan2,lan,2,unknown,False,common,180,299
lan3,lan,l,,a,n,lan,lǎn,lan3,lan,3,unknown,False,common,180,299
lan4,lan,l,,a,n,lan,làn,lan4,lan,4,unknown,False,common,180,299
lan5,lan,l,,a,n,lan,lan,lan5,lan,5,unknown,False,common,180,299
lang1,lang,l,,a,ŋ,laŋ,lāng,lang1,lang,1,unknown,False,common,181,300
lang2,lang,l,,a,ŋ,laŋ,láng,lang2,lang,2,unknown,False,common,181,300
lang3,lang,l,,a,ŋ,laŋ,lǎng,lang3,lang,3,unknown,False,common,181,300
lang4,lang,l,,a,ŋ,laŋ,làng,lang4,lang,4,unknown,False,common,181,300
lang5,lang,l,,a,ŋ,laŋ,lang,lang5,lang,5,unknown,False,common,181,300
lie1,lie,l,j,ə,,ljɛ,liē,lie1,lie,1,unknown,False,common,182,302
lie2,lie,l,j,ə,,ljɛ,lié,lie2,lie,2,unknown,False,common,182,302
lie3,lie,l,j,ə,,ljɛ,liě,lie3,lie,3,unknown,False,common,182,302
lie4,lie,l,j,ə,,ljɛ,liè,lie4,lie,4,unknown,False,common,182,302
lie5,lie,l,j,ə,,ljɛ,lie,lie5,lie,5,unknown,False,common,182,302
liu1,liu,l,j,ə,u,ljou,liū,liu1,liu,1,unknown,False,common,183,303
liu2,liu,l,j,ə,u,ljou,liú,liu2,liu,2,unknown,False,common,183,303
liu3,liu,l,j,ə,u,ljou,liǔ,liu3,liu,3,unknown,False,common,183,303
liu4,liu,l,j,ə,u,ljou,liù,liu4,liu,4,unknown,False,common,183,303
liu5,liu,l,j,ə,u,ljou,liu,liu5,liu,5,unknown,False,common,183,303
lia1,lia,l,j,a,,lja,liā,lia1,lia,1,unknown,True,rare,184,304
lia2,lia,l,j,a,,lja,liá,lia2,lia,2,unknown,True,rare,184,304
lia3,lia,l,j,a,,lja,liǎ,lia3,lia,3,unknown,True,rare,184,304
lia4,lia,l,j,a,,lja,lià,lia4,lia,4,unknown,True,rare,184,304
lia5,lia,l,j,a,,lja,lia,lia5,lia,5,unknown,True,rare,184,304
liao1,liao,l,j,a,u,ljau,liāo,liao1,liao,1,unknown,False,common,185,305
liao2,liao,l,j,a,u,ljau,liáo,liao2,liao,2,unknown,False,common,185,305
liao3,liao,l,j,a,u,ljau,liǎo,liao3,liao,3,unknown,False,common,185,305
liao4,liao,l,j,a,u,ljau,liào,liao4,liao,4,unknown,False,common,185,305
liao5,liao,l,j,a,u,ljau,liao,liao5,liao,5,unknown,False,common,185,305
lian1,lian,l,j,a,n,ljɛn,liān,lian1,lian,1,unknown,False,common,186,306
lian2,lian,l,j,a,n,ljɛn,lián,lian2,lian,2,unknown,False,common,186,306
lian3,lian,l,j,a,n,ljɛn,liǎn,lian3,lian,3,unknown,False,common,186,306
lian4,lian,l,j,a,n,ljɛn,liàn,lian4,lian,4,unknown,False,common,186,306
lian5,lian,l,j,a,n,ljɛn,lian,lian5,lian,5,unknown,False,common,186,306
liang1,liang,l,j,a,ŋ,ljaŋ,liāng,liang1,liang,1,unknown,False,common,187,307
liang2,liang,l,j,a,ŋ,ljaŋ,liáng,liang2,liang,2,unknown,False,common,187,307
liang3,liang,l,j,a,ŋ,ljaŋ,liǎng,liang3,liang,3,unknown,False,common,187,307
