stimulus_id,base_id,onset,medial,nucleus,coda,ipa,pinyin,pinyin_number,ascii,tone,is_attested,is_rare,rarity,source_row,original_line_number
pai2,pai,pʰ,,a,i,pʰai,pái,pai2,pai,2,unknown,False,common,62,87
pai3,pai,pʰ,,a,i,pʰai,pǎi,pai3,pai,3,unknown,False,common,62,87
pai4,pai,pʰ,,a,i,pʰai,pài,pai4,pai,4,unknown,False,common,62,87
pai5,pai,pʰ,,a,i,pʰai,pai,pai5,pai,5,unknown,False,common,62,87
pao1,pao,pʰ,,a,u,pʰau,pāo,pao1,pao,1,unknown,False,common,63,88
pao2,pao,pʰ,,a,u,pʰau,páo,pao2,pao,2,unknown,False,common,63,88
pao3,pao,pʰ,,a,u,pʰau,pǎo,pao3,pao,3,unknown,False,common,63,88
pao4,pao,pʰ,,a,u,pʰau,pào,pao4,pao,4,unknown,False,common,63,88
pao5,pao,pʰ,,a,u,pʰau,pao,pao5,pao,5,unknown,False,common,63,88
pan1,pan,pʰ,,a,n,pʰan,pān,pan1,pan,1,unknown,False,common,64,89
pan2,pan,pʰ,,a,n,pʰan,pán,pan2,pan,2,unknown,False,common,64,89
pan3,pan,pʰ,,a,n,pʰan,pǎn,pan3,pan,3,unknown,False,common,64,89
pan4,pan,pʰ,,a,n,pʰan,pàn,pan4,pan,4,unknown,False,common,64,89
pan5,pan,pʰ,,a,n,pʰan,pan,pan5,pan,5,unknown,False,common,64,89
pang1,pang,pʰ,,a,ŋ,pʰaŋ,pāng,pang1,pang,1,unknown,False,common,65,90
pang2,pang,pʰ,,a,ŋ,pʰaŋ,páng,pang2,pang,2,unknown,False,common,65,90
pang3,pang,pʰ,,a,ŋ,pʰaŋ,pǎng,pang3,pang,3,unknown,False,common,65,90
pang4,pang,pʰ,,a,ŋ,pʰaŋ,pàng,pang4,pang,4,unknown,False,common,65,90
pang5,pang,pʰ,,a,ŋ,pʰaŋ,pang,pang5,pang,5,unknown,False,common,65,90
pie1,pie,pʰ,j,ə,,pʰjɛ,piē,pie1,pie,1,unknown,True,rare,66,92
pie2,pie,pʰ,j,ə,,pʰjɛ,pié,pie2,pie,2,unknown,True,rare,66,92
pie3,pie,pʰ,j,ə,,pʰjɛ,piě,pie3,pie,3,unknown,True,rare,66,92
pie4,pie,pʰ,j,ə,,pʰjɛ,piè,pie4,pie,4,unknown,True,rare,66,92
pie5,pie,pʰ,j,ə,,pʰjɛ,pie,pie5,pie,5,unknown,True,rare,66,92
piao1,piao,pʰ,j,a,u,pʰjau,piāo,piao1,piao,1,unknown,False,common,67,95
piao2,piao,pʰ,j,a,u,pʰjau,piáo,piao2,piao,2,unknown,False,common,67,95
piao3,piao,pʰ,j,a,u,pʰjau,piǎo,piao3,piao,3,unknown,False,common,67,95
piao4,piao,pʰ,j,a,u,pʰjau,piào,piao4,piao,4,unknown,False,common,67,95
piao5,piao,pʰ,j,a,u,pʰjau,piao,piao5,piao,5,unknown,False,common,67,95
pian1,pian,pʰ,j,a,n,pʰjɛn,piān,pian1,pian,1,unknown,False,common,68,96
pian2,pian,pʰ,j,a,n,pʰjɛn,pián,pian2,pian,2,unknown,False,common,68,96
pian3,pian,pʰ,j,a,n,pʰjɛn,piǎn,pian3,pian,3,unknown,False,common,68,96
pian4,pian,pʰ,j,a,n,pʰjɛn,piàn,pian4,pian,4,unknown,False,common,68,96
pian5,pian,pʰ,j,a,n,pʰjɛn,pian,pian5,pian,5,unknown,False,common,68,96
m1,m,m,,,,m,m,m1,m,1,unknown,True,rare,69,108
m2,m,m,,,,m,m,m2,m,2,unknown,True,rare,69,108
m3,m,m,,,,m,m,m3,m,3,unknown,True,rare,69,108
m4,m,m,,,,m,m,m4,m,4,unknown,True,rare,69,108
m5,m,m,,,,m,m,m5,m,5,unknown,True,rare,69,108
mi1,mi,m,,i,,mi,mī,mi1,mi,1,unknown,False,common,70,109
mi2,mi,m,,i,,mi,mí,mi2,mi,2,unknown,False,common,70,109
mi3,mi,m,,i,,mi,mǐ,mi3,mi,3,unknown,False,common,70,109
mi4,mi,m,,i,,mi,mì,mi4,mi,4,unknown,False,common,70,109
mi5,mi,m,,i,,mi,mi,mi5,mi,5,unknown,False,common,70,109
min1,min,m,,i,n,min,mīn,min1,min,1,unknown,False,common,71,110
min2,min,m,,i,n,min,mín,min2,min,2,unknown,False,common,71,110
min3,min,m,,i,n,min,mǐn,min3,min,3,unknown,False,common,71,110
min4,min,m,,i,n,min,mìn,min4,min,4,unknown,False,common,71,110
min5,min,m,,i,n,min,min,min5,min,5,unknown,False,common,71,110
ming1,ming,m,,i,ŋ,miŋ,mīng,ming1,ming,1,unknown,False,common,72,111
ming2,ming,m,,i,ŋ,miŋ,míng,ming2,ming,2,unknown,False,common,72,111
ming3,ming,m,,i,ŋ,miŋ,mǐng,ming3,ming,3,unknown,False,common,72,111
ming4,ming,m,,i,ŋ,miŋ,mìng,ming4,ming,4,unknown,False,common,72,111
ming5,ming,m,,i,ŋ,miŋ,ming,ming5,ming,5,unknown,False,common,72,111
mu1,mu,m,,u,,mu,mū,mu1,mu,1,unknown,False,common,73,112
mu2,mu,m,,u,,mu,mú,mu2,mu,2,unknown,False,common,73,112
mu3,mu,m,,u,,mu,mǔ,mu3,mu,3,unknown,False,common,73,112
mu4,mu,m,,u,,mu,mù,mu4,mu,4,unknown,False,common,73,112
mu5,mu,m,,u,,mu,mu,mu5,mu,5,unknown,False,common,73,112
mo1,mo,m,,ə,,muo,mō,mo1,mo,1,unknown,False,common,74,116
mo2,mo,m,,ə,,muo,mó,mo2,mo,2,unknown,False,common,74,116
mo3,mo,m,,ə,,muo,mǒ,mo3,mo,3,unknown,False,common,74,116
mo4,mo,m,,ə,,muo,mò,mo4,mo,4,unknown,False,common,74,116
mo5,mo,m,,ə,,muo,mo,mo5,mo,5,unknown,False,common,74,116
mei1,mei,m,,ə,i,mei,mēi,mei1,mei,1,unknown,False,common,75,117
mei2,mei,m,,ə,i,mei,méi,mei2,mei,2,unknown,False,common,75,117
mei3,mei,m,,ə,i,mei,měi,mei3,mei,3,unknown,False,common,75,117
mei4,mei,m,,ə,i,mei,mèi,mei4,mei,4,unknown,False,common,75,117
mei5,mei,m,,ə,i,mei,mei,mei5,mei,5,unknown,False,common,75,117
mou1,mou,m,,ə,u,mou,mōu,mou1,mou,1,unknown,True,rare,76,118
mou2,mou,m,,ə,u,mou,móu,mou2,mou,2,unknown,True,rare,76,118
mou3,mou,m,,ə,u,mou,mǒu,mou3,mou,3,unknown,True,rare,76,118
mou4,mou,m,,ə,u,mou,mòu,mou4,mou,4,unknown,True,rare,76,118
mou5,mou,m,,ə,u,mou,mou,mou5,mou,5,unknown,True,rare,76,118
men1,men,m,,ə,n,mən,mēn,men1,men,1,unknown,False,common,77,119
men2,men,m,,ə,n,mən,mén,men2,men,2,unknown,False,common,77,119
men3,men,m,,ə,n,mən,měn,men3,men,3,unknown,False,common,77,119
men4,men,m,,ə,n,mən,mèn,men4,men,4,unknown,False,common,77,119
men5,men,m,,ə,n,mən,men,men5,men,5,unknown,False,common,77,119
meng1,meng,m,,ə,ŋ,məŋ,mēng,meng1,meng,1,unknown,False,common,78,120
meng2,meng,m,,ə,ŋ,məŋ,méng,meng2,meng,2,unknown,False,common,78,120
meng3,meng,m,,ə,ŋ,məŋ,měng,meng3,meng,3,unknown,False,common,78,120
meng4,meng,m,,ə,ŋ,məŋ,mèng,meng4,meng,4,unknown,False,common,78,120
meng5,meng,m,,ə,ŋ,məŋ,meng,meng5,meng,5,unknown,False,common,78,120
ma1,ma,m,,a,,ma,mā,ma1,ma,1,unknown,False,common,79,121
ma2,ma,m,,a,,ma,má,ma2,ma,2,unknown,False,common,79,121
ma3,ma,m,,a,,ma,mǎ,ma3,ma,3,unknown,False,common,79,121
ma4,ma,m,,a,,ma,mà,ma4,ma,4,unknown,False,common,79,121
ma5,ma,m,,a,,ma,ma,ma5,ma,5,unknown,False,common,79,121
mai1,mai,m,,a,i,mai,māi,mai1,mai,1,unknown,False,common,80,122
mai2,mai,m,,a,i,mai,mái,mai2,mai,2,unknown,False,common,80,122
mai3,mai,m,,a,i,mai,mǎi,mai3,mai,3,unknown,False,common,80,122
mai4,mai,m,,a,i,mai,mài,mai4,mai,4,unknown,False,common,80,122
mai5,mai,m,,a,i,mai,mai,mai5,mai,5,unknown,False,common,80,122
mao1,mao,m,,a,u,mau,māo,mao1,mao,1,unknown,False,common,81,123
mao2,mao,m,,a,u,mau,máo,mao2,mao,2,unknown,False,common,81,123
mao3,mao,m,,a,u,mau,mǎo,mao3,mao,3,unknown,False,common,81,123
mao4,mao,m,,a,u,mau,mào,mao4,mao,4,unknown,False,common,81,123
mao5,mao,m,,a,u,mau,mao,mao5,mao,5,unknown,False,common,81,123
man1,man,m,,a,n,man,mān,man1,man,1,unknown,False,common,82,124
man2,man,m,,a,n,man,mán,man2,man,2,unknown,False,common,82,124
man3,man,m,,a,n,man,mǎn,man3,man,3,unknown,False,common,82,124
man4,man,m,,a,n,man,màn,man4,man,4,unknown,False,common,82,124
man5,man,m,,a,n,man,man,man5,man,5,unknown,False,common,82,124
mang1,mang,m,,a,ŋ,maŋ,māng,mang1,mang,1,unknown,False,common,83,125
mang2,mang,m,,a,ŋ,maŋ,máng,mang2,mang,2,unknown,False,common,83,125
mang3,mang,m,,a,ŋ,maŋ,mǎng,mang3,mang,3,unknown,False,common,83,125
mang4,mang,m,,a,ŋ,maŋ,màng,mang4,mang,4,unknown,False,common,83,125
mang5,mang,m,,a,ŋ,maŋ,mang,mang5,mang,5,unknown,False,common,83,125
mie1,mie,m,j,ə,,mjɛ,miē,mie1,mie,1,unknown,True,rare,84,127
mie2,mie,m,j,ə,,mjɛ,mié,mie2,mie,2,unknown,True,rare,84,127
mie3,mie,m,j,ə,,mjɛ,miě,mie3,mie,3,unknown,True,rare,84,127
mie4,mie,m,j,ə,,mjɛ,miè,mie4,mie,4,unknown,True,rare,84,127
mie5,mie,m,j,ə,,mjɛ,mie,mie5,mie,5,unknown,True,rare,84,127
miu1,miu,m,j,ə,u,mjou,miū,miu1,miu,1,unknown,True,rare,85,128
miu2,miu,m,j,ə,u,mjou,miú,miu2,miu,2,unknown,True,rare,85,128
miu3,miu,m,j,ə,u,mjou,miǔ,miu3,miu,3,unknown,True,rare,85,128
miu4,miu,m,j,ə,u,mjou,miù,miu4,miu,4,unknown,True,rare,85,128
miu5,miu,m,j,ə,u,mjou,miu,miu5,miu,5,unknown,True,rare,85,128
miao1,miao,m,j,a,u,mjau,miāo,miao1,miao,1,unknown,False,common,86,130
miao2,miao,m,j,a,u,mjau,miáo,miao2,miao,2,unknown,False,common,86,130
miao3,miao,m,j,a,u,mjau,miǎo,miao3,miao,3,unknown,False,common,86,130
miao4,miao,m,j,a,u,mjau,miào,miao4,miao,4,unknown,False,common,86,130
miao5,miao,m,j,a,u,mjau,miao,miao5,miao,5,unknown,False,common,86,130
mian1,mian,m,j,a,n,mjɛn,miān,mian1,mian,1,unknown,False,common,87,131
mian2,mian,m,j,a,n,mjɛn,mián,mian2,mian,2,unknown,False,common,87,131
mian3,mian,m,j,a,n,mjɛn,miǎn,mian3,mian,3,unknown,False,common,87,131
mian4,mian,m,j,a,n,mjɛn,miàn,mian4,mian,4,unknown,False,common,87,131
mian5,mian,m,j,a,n,mjɛn,mian,mian5,mian,5,unknown,False,common,87,131
fu1,fu,f,,u,,fu,fū,fu1,fu,1,unknown,False,common,88,147
fu2,fu,f,,u,,fu,fú,fu2,fu,2,unknown,False,common,88,147
fu3,fu,f,,u,,fu,fǔ,fu3,fu,3,unknown,False,common,88,147
fu4,fu,f,,u,,fu,fù,fu4,fu,4,unknown,False,common,88,147
fu5,fu,f,,u,,fu,fu,fu5,fu,5,unknown,False,common,88,147
fo1,fo,f,,ə,,fuo,fō,fo1,fo,1,unknown,True,rare,89,151
fo2,fo,f,,ə,,fuo,fó,fo2,fo,2,unknown,True,rare,89,151
fo3,fo,f,,ə,,fuo,fǒ,fo3,fo,3,unknown,True,rare,89,151
fo4,fo,f,,ə,,fuo,fò,fo4,fo,4,unknown,True,rare,89,151
fo5,fo,f,,ə,,fuo,fo,fo5,fo,5,unknown,True,rare,89,151
fei1,fei,f,,ə,i,fei,fēi,fei1,fei,1,unknown,False,common,90,152
fei2,fei,f,,ə,i,fei,féi,fei2,fei,2,unknown,False,common,90,152
fei3,fei,f,,ə,i,fei,fěi,fei3,fei,3,unknown,False,common,90,152
fei4,fei,f,,ə,i,fei,fèi,fei4,fei,4,unknown,False,common,90,152
fei5,fei,f,,ə,i,fei,fei,fei5,fei,5,unknown,False,common,90,152
fou1,fou,f,,ə,u,fou,fōu,fou1,fou,1,unknown,True,rare,91,153
fou2,fou,f,,ə,u,fou,fóu,fou2,fou,2,unknown,True,rare,91,153
fou3,fou,f,,ə,u,fou,fǒu,fou3,fou,3,unknown,True,rare,91,153
fou4,fou,f,,ə,u,fou,fòu,fou4,fou,4,unknown,True,rare,91,153
fou5,fou,f,,ə,u,fou,fou,fou5,fou,5,unknown,True,rare,91,153
fen1,fen,f,,ə,n,fən,fēn,fen1,fen,1,unknown,False,common,92,154
fen2,fen,f,,ə,n,fən,fén,fen2,fen,2,unknown,False,common,92,154
fen3,fen,f,,ə,n,fən,fěn,fen3,fen,3,unknown,False,common,92,154
fen4,fen,f,,ə,n,fən,fèn,fen4,fen,4,unknown,False,common,92,154
fen5,fen,f,,ə,n,fən,fen,fen5,fen,5,unknown,False,common,92,154
feng1,feng,f,,ə,ŋ,fəŋ,fēng,feng1,feng,1,unknown,False,common,93,155
feng2,feng,f,,ə,ŋ,fəŋ,féng,feng2,feng,2,unknown,False,common,93,155
feng3,feng,f,,ə,ŋ,fəŋ,fěng,feng3,feng,3,unknown,False,common,93,155
feng4,feng,f,,ə,ŋ,fəŋ,fèng,feng4,feng,4,unknown,False,common,93,155
feng5,feng,f,,ə,ŋ,fəŋ,feng,feng5,feng,5,unknown,False,common,93,155
fa1,fa,f,,a,,fa,fā,fa1,fa,1,unknown,False,common,94,156
fa2,fa,f,,a,,fa,fá,fa2,fa,2,unknown,False,common,94,156
fa3,fa,f,,a,,fa,fǎ,fa3,fa,3,unknown,False,common,94,156
fa4,fa,f,,a,,fa,fà,fa4,fa,4,unknown,False,common,94,156
fa5,fa,f,,a,,fa,fa,fa5,fa,5,unknown,False,common,94,156
fan1,fan,f,,a,n,fan,fān,fan1,fan,1,unknown,False,common,95,159
fan2,fan,f,,a,n,fan,fán,fan2,fan,2,unknown,False,common,95,159
fan3,fan,f,,a,n,fan,fǎn,fan3,fan,3,unknown,False,common,95,159
fan4,fan,f,,a,n,fan,fàn,fan4,fan,4,unknown,False,common,95,159
fan5,fan,f,,a,n,fan,fan,fan5,fan,5,unknown,False,common,95,159
fang1,fang,f,,a,ŋ,faŋ,fāng,fang1,fang,1,unknown,False,common,96,160
fang2,fang,f,,a,ŋ,faŋ,fáng,fang2,fang,2,unknown,False,common,96,160
fang3,fang,f,,a,ŋ,faŋ,fǎng,fang3,fang,3,unknown,False,common,96,160
fang4,fang,f,,a,ŋ,faŋ,fàng,fang4,fang,4,unknown,False,common,96,160
fang5,fang,f,,a,ŋ,faŋ,fang,fang5,fang,5,unknown,False,common,96,160
fiao1,fiao,f,j,a,u,fjau,fiāo,fiao1,fiao,1,unknown,True,rare,97,165
fiao2,fiao,f,j,a,u,fjau,fiáo,fiao2,fiao,2,unknown,True,rare,97,165
fiao3,fiao,f,j,a,u,fjau,fiǎo,fiao3,fiao,3,unknown,True,rare,97,165
fiao4,fiao,f,j,a,u,fjau,fiào,fiao4,fiao,4,unknown,True,rare,97,165
fiao5,fiao,f,j,a,u,fjau,fiao,fiao5,fiao,5,unknown,True,rare,97,165
di1,di,t,,i,,ti,dī,di1,di,1,unknown,False,common,98,179
di2,di,t,,i,,ti,dí,di2,di,2,unknown,False,common,98,179
di3,di,t,,i,,ti,dǐ,di3,di,3,unknown,False,common,98,179
di4,di,t,,i,,ti,dì,di4,di,4,unknown,False,common,98,179
di5,di,t,,i,,ti,di,di5,di,5,unknown,False,common,98,179
ding1,ding,t,,i,ŋ,tiŋ,dīng,ding1,ding,1,unknown,False,common,99,181
ding2,ding,t,,i,ŋ,tiŋ,díng,ding2,ding,2,unknown,False,common,99,181
ding3,ding,t,,i,ŋ,tiŋ,dǐng,ding3,ding,3,unknown,False,common,99,181
ding4,ding,t,,i,ŋ,tiŋ,dìng,ding4,ding,4,unknown,False,common,99,181
ding5,ding,t,,i,ŋ,tiŋ,ding,ding5,ding,5,unknown,False,common,99,181
du1,du,t,,u,,tu,dū,du1,du,1,unknown,False,common,100,182
du2,du,t,,u,,tu,dú,du2,du,2,unknown,False,common,100,182
du3,du,t,,u,,tu,dǔ,du3,du,3,unknown,False,common,100,182
du4,du,t,,u,,tu,dù,du4,du,4,unknown,False,common,100,182
du5,du,t,,u,,tu,du,du5,du,5,unknown,False,common,100,182
dong1,dong,t,,u,ŋ,tuŋ,dōng,dong1,dong,1,unknown,False,common,101,183
dong2,dong,t,,u,ŋ,tuŋ,dóng,dong2,dong,2,unknown,False,common,101,183
dong3,dong,t,,u,ŋ,tuŋ,dǒng,dong3,dong,3,unknown,False,common,101,183
dong4,dong,t,,u,ŋ,tuŋ,dòng,dong4,dong,4,unknown,False,common,101,183
dong5,dong,t,,u,ŋ,tuŋ,dong,dong5,dong,5,unknown,False,common,101,183
de1,de,t,,ə,,tɤ,dē,de1,de,1,unknown,False,common,102,186
de2,de,t,,ə,,tɤ,dé,de2,de,2,unknown,False,common,102,186
de3,de,t,,ə,,tɤ,dě,de3,de,3,unknown,False,common,102,186
de4,de,t,,ə,,tɤ,dè,de4,de,4,unknown,False,common,102,186
de5,de,t,,ə,,tɤ,de,de5,de,5,unknown,False,common,102,186
dei1,dei,t,,ə,i,tei,dēi,dei1,dei,1,unknown,False,common,103,187
dei2,dei,t,,ə,i,tei,déi,dei2,dei,2,unknown,False,common,103,187
dei3,dei,t,,ə,i,tei,děi,dei3,dei,3,unknown,False,common,103,187
dei4,dei,t,,ə,i,tei,dèi,dei4,dei,4,unknown,False,common,103,187
dei5,dei,t,,ə,i,tei,dei,dei5,dei,5,unknown,False,common,103,187
dou1,dou,t,,ə,u,tou,dōu,dou1,dou,1,unknown,False,common,104,188
dou2,dou,t,,ə,u,tou,dóu,dou2,dou,2,unknown,False,common,104,188
dou3,dou,t,,ə,u,tou,dǒu,dou3,dou,3,unknown,False,common,104,188
dou4,dou,t,,ə,u,tou,dòu,dou4,dou,4,unknown,False,common,104,188
dou5,dou,t,,ə,u,tou,dou,dou5,dou,5,unknown,False,common,104,188
den1,den,t,,ə,n,tən,dēn,den1,den,1,unknown,False,common,105,189
den2,den,t,,ə,n,tən,dén,den2,den,2,unknown,False,common,105,189
den3,den,t,,ə,n,tən,děn,den3,den,3,unknown,False,common,105,189
den4,den,t,,ə,n,tən,dèn,den4,den,4,unknown,False,common,105,189
den5,den,t,,ə,n,tən,den,den5,den,5,unknown,False,common,105,189
deng1,deng,t,,ə,ŋ,təŋ,dēng,deng1,deng,1,unknown,False,common,106,190
deng2,deng,t,,ə,ŋ,təŋ,déng,deng2,deng,2,unknown,False,common,106,190
deng3,deng,t,,ə,ŋ,təŋ,děng,deng3,deng,3,unknown,False,common,106,190
deng4,deng,t,,ə,ŋ,təŋ,dèng,deng4,deng,4,unknown,False,common,106,190
deng5,deng,t,,ə,ŋ,təŋ,deng,deng5,deng,5,unknown,False,common,106,190
da1,da,t,,a,,ta,dā,da1,da,1,unknown,False,common,107,191
da2,da,t,,a,,ta,dá,da2,da,2,unknown,False,common,107,191
da3,da,t,,a,,ta,dǎ,da3,da,3,unknown,False,common,107,191
da4,da,t,,a,,ta,dà,da4,da,4,unknown,False,common,107,191
da5,da,t,,a,,ta,da,da5,da,5,unknown,False,common,107,191
dai1,dai,t,,a,i,tai,dāi,dai1,dai,1,unknown,False,common,108,192
dai2,dai,t,,a,i,tai,dái,dai2,dai,2,unknown,False,common,108,192
dai3,dai,t,,a,i,tai,dǎi,dai3,dai,3,unknown,False,common,108,192
dai4,dai,t,,a,i,tai,dài,dai4,dai,4,unknown,False,common,108,192
dai5,dai,t,,a,i,tai,dai,dai5,dai,5,unknown,False,common,108,192
dao1,dao,t,,a,u,tau,dāo,dao1,dao,1,unknown,False,common,109,193
dao2,dao,t,,a,u,tau,dáo,dao2,dao,2,unknown,False,common,109,193
dao3,dao,t,,a,u,tau,dǎo,dao3,dao,3,unknown,False,common,109,193
dao4,dao,t,,a,u,tau,dào,dao4,dao,4,unknown,False,common,109,193
dao5,dao,t,,a,u,tau,dao,dao5,dao,5,unknown,False,common,109,193
dan1,dan,t,,a,n,tan,dān,dan1,dan,1,unknown,False,common,110,194
dan2,dan,t,,a,n,tan,dán,dan2,dan,2,unknown,False,common,110,194
dan3,dan,t,,a,n,tan,dǎn,dan3,dan,3,unknown,False,common,110,194
dan4,dan,t,,a,n,tan,dàn,dan4,dan,4,unknown,False,common,110,194
dan5,dan,t,,a,n,tan,dan,dan5,dan,5,unknown,False,common,110,194
dang1,dang,t,,a,ŋ,taŋ,dāng,dang1,dang,1,unknown,False,common,111,195
dang2,dang,t,,a,ŋ,taŋ,dáng,dang2,dang,2,unknown,False,common,111,195
dang3,dang,t,,a,ŋ,taŋ,dǎng,dang3,dang,3,unknown,False,common,111,195
dang4,dang,t,,a,ŋ,taŋ,dàng,dang4,dang,4,unknown,False,common,111,195
dang5,dang,t,,a,ŋ,taŋ,dang,dang5,dang,5,unknown,False,common,111,195
die1,die,t,j,ə,,tjɛ,diē,die1,die,1,unknown,False,common,112,197
die2,die,t,j,ə,,tjɛ,dié,die2,die,2,unknown,False,common,112,197
die3,die,t,j,ə,,tjɛ,diě,die3,die,3,unknown,False,common,112,197
die4,die,t,j,ə,,tjɛ,diè,die4,die,4,unknown,False,common,112,197
die5,die,t,j,ə,,tjɛ,die,die5,die,5,unknown,False,common,112,197
diu1,diu,t,j,ə,u,tjou,diū,diu1,diu,1,unknown,True,rare,113,198
diu2,diu,t,j,ə,u,tjou,diú,diu2,diu,2,unknown,True,rare,113,198
diu3,diu,t,j,ə,u,tjou,diǔ,diu3,diu,3,unknown,True,rare,113,198
diu4,diu,t,j,ə,u,tjou,diù,diu4,diu,4,unknown,True,rare,113,198
diu5,diu,t,j,ə,u,tjou,diu,diu5,diu,5,unknown,True,rare,113,198
dia1,dia,t,j,a,,tja,diā,dia1,dia,1,unknown,True,rare,114,199
dia2,dia,t,j,a,,tja,diá,dia2,dia,2,unknown,True,rare,114,199
dia3,dia,t,j,a,,tja,diǎ,dia3,dia,3,unknown,True,rare,114,199
dia4,dia,t,j,a,,tja,dià,dia4,dia,4,unknown,True,rare,114,199
dia5,dia,t,j,a,,tja,dia,dia5,dia,5,unknown,True,rare,114,199
diao1,diao,t,j,a,u,tjau,diāo,diao1,diao,1,unknown,False,common,115,200
diao2,diao,t,j,a,u,tjau,diáo,diao2,diao,2,unknown,False,common,115,200
diao3,diao,t,j,a,u,tjau,diǎo,diao3,diao,3,unknown,False,common,115,200
diao4,diao,t,j,a,u,tjau,diào,diao4,diao,4,unknown,False,common,115,200
diao5,diao,t,j,a,u,tjau,diao,diao5,diao,5,unknown,False,common,115,200
dian1,dian,t,j,a,n,tjɛn,diān,dian1,dian,1,unknown,False,common,116,201
dian2,dian,t,j,a,n,tjɛn,dián,dian2,dian,2,unknown,False,common,116,201
dian3,dian,t,j,a,n,tjɛn,diǎn,dian3,dian,3,unknown,False,common,116,201
dian4,dian,t,j,a,n,tjɛn,diàn,dian4,dian,4,unknown,False,common,116,201
dian5,dian,t,j,a,n,tjɛn,dian,dian5,dian,5,unknown,False,common,116,201
duo1,duo,t,w,ə,,tuo,duō,duo1,duo,1,unknown,False,common,117,203
duo2,duo,t,w,ə,,tuo,duó,duo2,duo,2,unknown,False,common,117,203
duo3,duo,t,w,ə,,tuo,duǒ,duo3,duo,3,unknown,False,common,117,203
duo4,duo,t,w,ə,,tuo,duò,duo4,duo,4,unknown,False,common,117,203
duo5,duo,t,w,ə,,tuo,duo,duo5,duo,5,unknown,False,common,117,203
dui1,dui,t,w,ə,i,tuei,duī,dui1,dui,1,unknown,False,common,118,204
dui2,dui,t,w,ə,i,tuei,duí,dui2,dui,2,unknown,False,common,118,204
dui3,dui,t,w,ə,i,tuei,duǐ,dui3,dui,3,unknown,False,common,118,204
dui4,dui,t,w,ə,i,tuei,duì,dui4,dui,4,unknown,False,common,118,204
dui5,dui,t,w,ə,i,tuei,dui,dui5,dui,5,unknown,False,common,118,204
dun1,dun,t,w,ə,n,tuən,dūn,dun1,dun,1,unknown,False,common,119,205
dun2,dun,t,w,ə,n,tuən,dún,dun2,dun,2,unknown,False,common,119,205
dun3,dun,t,w,ə,n,tuən,dǔn,dun3,dun,3,unknown,False,common,119,205
dun4,dun,t,w,ə,n,tuən,dùn,dun4,dun,4,unknown,False,common,119,205
dun5,dun,t,w,ə,n,tuən,dun,dun5,dun,5,unknown,False,common,119,205
duan1,duan,t,w,a,n,tuan,duān,duan1,duan,1,unknown,False,common,120,209
duan2,duan,t,w,a,n,tuan,duán,duan2,duan,2,unknown,False,common,120,209
duan3,duan,t,w,a,n,tuan,duǎn,duan3,duan,3,unknown,False,common,120,209
duan4,duan,t,w,a,n,tuan,duàn,duan4,duan,4,unknown,False,common,120,209
duan5,duan,t,w,a,n,tuan,duan,duan5,duan,5,unknown,False,common,120,209
ti1,ti,tʰ,,i,,tʰi,tī,ti1,ti,1,unknown,False,common,121,214
ti2,ti,tʰ,,i,,tʰi,tí,ti2,ti,2,unknown,False,common,121,214
ti3,ti,tʰ,,i,,tʰi,tǐ,ti3,ti,3,unknown,False,common,121,214
ti4,ti,tʰ,,i,,tʰi,tì,ti4,ti,4,unknown,False,common,121,214
ti5,ti,tʰ,,i,,tʰi,ti,ti5,ti,5,unknown,False,common,121,214
ting1,ting,tʰ,,i,ŋ,tʰiŋ,tīng,ting1,ting,1,unknown,False,common,122,216
ting2,ting,tʰ,,i,ŋ,tʰiŋ,tíng,ting2,ting,2,unknown,False,common,122,216
ting3,ting,tʰ,,i,ŋ,tʰiŋ,tǐng,ting3,ting,3,unknown,False,common,122,216
ting4,ting,tʰ,,i,ŋ,tʰiŋ,tìng,ting4,ting,4,unknown,False,common,122,216
ting5,ting,tʰ,,i,ŋ,tʰiŋ,ting,ting5,ting,5,unknown,False,common,122,216
tu1,tu,tʰ,,u,,tʰu,tū,tu1,tu,1,unknown,False,common,123,217
tu2,tu,tʰ,,u,,tʰu,tú,tu2,tu,2,unknown,False,common,123,217
tu3,tu,tʰ,,u,,tʰu,tǔ,tu3,tu,3,unknown,False,common,123,217
tu4,tu,tʰ,,u,,tʰu,tù,tu4,tu,4,unknown,False,common,123,217
tu5,tu,tʰ,,u,,tʰu,tu,tu5,tu,5,unknown,False,common,123,217
tong1,tong,tʰ,,u,ŋ,tʰuŋ,tōng,tong1,tong,1,unknown,False,common,124,218
tong2,tong,tʰ,,u,ŋ,tʰuŋ,tóng,tong2,tong,2,unknown,False,common,124,218
tong3,tong,tʰ,,u,ŋ,tʰuŋ,tǒng,tong3,tong,3,unknown,False,common,124,218
tong4,tong,tʰ,,u,ŋ,tʰuŋ,tòng,tong4,tong,4,unknown,False,common,124,218
tong5,tong,tʰ,,u,ŋ,tʰuŋ,tong,tong5,tong,5,unknown,False,common,124,218
te1,te,tʰ,,ə,,tʰɤ,tē,te1,te,1,unknown,True,rare,125,221
te2,te,tʰ,,ə,,tʰɤ,té,te2,te,2,unknown,True,rare,125,221
te3,te,tʰ,,ə,,tʰɤ,tě,te3,te,3,unknown,True,rare,125,221
te4,te,tʰ,,ə,,tʰɤ,tè,te4,te,4,unknown,True,rare,125,221
